gene_id	tx_id
ENSG00000187323	ENST00000442544
ENSG00000146038	ENST00000378454
ENSG00000166341	ENST00000299441
ENSG00000152457	ENST00000378278
ENSG00000011465	ENST00000052754
ENSG00000110063	ENST00000263579
ENSG00000080166	ENST00000446125
ENSG00000204843	ENST00000361874
ENSG00000077279	ENST00000338081
ENSG00000134574	ENST00000256996
ENSG00000132437	ENST00000444124
ENSG00000100523	ENST00000323669
ENSG00000085788	ENST00000397166
ENSG00000162733	ENST00000367922
ENSG00000198171	ENST00000354488
ENSG00000013573	ENST00000407793
ENSG00000215301	ENST00000399959
ENSG00000107201	ENST00000379883
ENSG00000118197	ENST00000331314
ENSG00000110367	ENST00000264018
ENSG00000177030	ENST00000382409
ENSG00000143753	ENST00000323699
ENSG00000184014	ENST00000328194
ENSG00000100150	ENST00000382112
ENSG00000175084	ENST00000373960
ENSG00000153933	ENST00000284061
ENSG00000114956	ENST00000264093
ENSG00000116133	ENST00000371269
ENSG00000172893	ENST00000355527
ENSG00000117682	ENST00000360009
ENSG00000228716	ENST00000439211
ENSG00000139549	ENST00000266991
ENSG00000102967	ENST00000219240
ENSG00000095059	ENST00000210060
ENSG00000181192	ENST00000263035
ENSG00000204560	ENST00000376442
ENSG00000132153	ENST00000445061
ENSG00000150990	ENST00000308736
ENSG00000140829	ENST00000268482
ENSG00000184047	ENST00000443649
ENSG00000131504	ENST00000398557
ENSG00000139734	ENST00000400324
ENSG00000100697	ENST00000526495
ENSG00000066084	ENST00000301180
ENSG00000144535	ENST00000325385
ENSG00000130826	ENST00000369550
ENSG00000150768	ENST00000280346
ENSG00000091140	ENST00000205402
ENSG00000082458	ENST00000374360
ENSG00000132535	ENST00000399510
ENSG00000198719	ENST00000366756
ENSG00000090932	ENST00000205143
ENSG00000128917	ENST00000249749
ENSG00000119689	ENST00000334220
ENSG00000064195	ENST00000434704
ENSG00000105880	ENST00000222598
ENSG00000198947	ENST00000357033
ENSG00000132837	ENST00000255189
ENSG00000152592	ENST00000339673
ENSG00000104936	ENST00000343373
ENSG00000104093	ENST00000543779
ENSG00000138346	ENST00000399180
ENSG00000154099	ENST00000378553
ENSG00000129295	ENST00000250173
ENSG00000165506	ENST00000298292
ENSG00000167646	ENST00000527223
ENSG00000256061	ENST00000321149
ENSG00000164818	ENST00000297440
ENSG00000080572	ENST00000535523
ENSG00000114841	ENST00000420323
ENSG00000105877	ENST00000328843
ENSG00000187775	ENST00000389840
ENSG00000183914	ENST00000572933
ENSG00000039139	ENST00000265104
ENSG00000124721	ENST00000359357
ENSG00000007174	ENST00000262442
ENSG00000122735	ENST00000242317
ENSG00000171595	ENST00000446837
ENSG00000090520	ENST00000439351
ENSG00000187726	ENST00000339764
ENSG00000135924	ENST00000336576
ENSG00000105993	ENST00000262177
ENSG00000108176	ENST00000225171
ENSG00000205981	ENST00000382564
ENSG00000168724	ENST00000382021
ENSG00000101152	ENST00000360864
ENSG00000116675	ENST00000371069
ENSG00000119661	ENST00000553645
ENSG00000163687	ENST00000318316
ENSG00000106976	ENST00000372923
ENSG00000087470	ENST00000549701
ENSG00000079805	ENST00000389253
ENSG00000107554	ENST00000324109
ENSG00000130816	ENST00000359526
ENSG00000119772	ENST00000264709
ENSG00000088305	ENST00000328111
ENSG00000134516	ENST00000256935
ENSG00000088538	ENST00000266037
ENSG00000130158	ENST00000294618
ENSG00000116641	ENST00000340370
ENSG00000107099	ENST00000453981
ENSG00000175920	ENST00000340083
ENSG00000175283	ENST00000372586
ENSG00000159147	ENST00000303071
ENSG00000172269	ENST00000409993
ENSG00000133884	ENST00000528416
ENSG00000108963	ENST00000263083
ENSG00000000419	ENST00000371588
ENSG00000136908	ENST00000314392
ENSG00000179085	ENST00000368399
ENSG00000130226	ENST00000377770
ENSG00000177990	ENST00000324472
ENSG00000188641	ENST00000370192
ENSG00000147647	ENST00000351513
ENSG00000156171	ENST00000286692
ENSG00000157856	ENST00000288710
ENSG00000069696	ENST00000176183
ENSG00000134755	ENST00000280904
ENSG00000111817	ENST00000331677
ENSG00000134760	ENST00000257192
ENSG00000046604	ENST00000261590
ENSG00000175065	ENST00000359747
ENSG00000096696	ENST00000379802
ENSG00000152591	ENST00000399271
ENSG00000151914	ENST00000244364
ENSG00000133059	ENST00000367162
ENSG00000134769	ENST00000598334
ENSG00000047579	ENST00000344537
ENSG00000140279	ENST00000603300
ENSG00000140274	ENST00000323030
ENSG00000139318	ENST00000279488
ENSG00000107404	ENST00000378891
ENSG00000161202	ENST00000313143
ENSG00000141627	ENST00000269445
ENSG00000197102	ENST00000360184
ENSG00000077380	ENST00000397119
ENSG00000187240	ENST00000398093
ENSG00000126870	ENST00000407559
ENSG00000119333	ENST00000372715
ENSG00000138036	ENST00000260605
ENSG00000213123	ENST00000325318
ENSG00000157540	ENST00000398960
ENSG00000105204	ENST00000593685
ENSG00000135636	ENST00000410020
ENSG00000134874	ENST00000347108
ENSG00000158163	ENST00000327532
ENSG00000103356	ENST00000449606
ENSG00000108001	ENST00000368648
ENSG00000147155	ENST00000495186
ENSG00000171551	ENST00000304546
ENSG00000127884	ENST00000368547
ENSG00000143369	ENST00000369049
ENSG00000158813	ENST00000374552
ENSG00000135960	ENST00000258443
ENSG00000186197	ENST00000334232
ENSG00000078401	ENST00000379375
ENSG00000124205	ENST00000337938
ENSG00000151617	ENST00000324300
ENSG00000136160	ENST00000377211
ENSG00000074266	ENST00000263360
ENSG00000101210	ENST00000217182
ENSG00000115380	ENST00000394555
ENSG00000172638	ENST00000307998
ENSG00000140598	ENST00000268206
ENSG00000090776	ENST00000204961
ENSG00000108883	ENST00000426333
ENSG00000138798	ENST00000265171
ENSG00000135766	ENST00000366641
ENSG00000122877	ENST00000242480
ENSG00000181090	ENST00000460843
ENSG00000055332	ENST00000233057
ENSG00000172071	ENST00000303236
ENSG00000128829	ENST00000263791
ENSG00000111361	ENST00000424014
ENSG00000119718	ENST00000266126
ENSG00000070785	ENST00000360403
ENSG00000115211	ENST00000451130
ENSG00000145191	ENST00000273783
ENSG00000130741	ENST00000253039
ENSG00000175390	ENST00000533626
ENSG00000141543	ENST00000269349
ENSG00000006744	ENST00000338034
ENSG00000197561	ENST00000590230
ENSG00000062598	ENST00000290246
ENSG00000049540	ENST00000252034
ENSG00000066322	ENST00000372458
ENSG00000118402	ENST00000369816
ENSG00000012660	ENST00000541407
ENSG00000070061	ENST00000374647
ENSG00000134759	ENST00000442325
ENSG00000127463	ENST00000477853
ENSG00000102119	ENST00000369842
ENSG00000126749	ENST00000261406
ENSG00000066629	ENST00000334192
ENSG00000213853	ENST00000359543
ENSG00000170370	ENST00000553456
ENSG00000132464	ENST00000396073
ENSG00000106991	ENST00000373203
ENSG00000197594	ENST00000360971
ENSG00000138185	ENST00000371207
ENSG00000163378	ENST00000295571
ENSG00000100393	ENST00000263253
ENSG00000116016	ENST00000263734
ENSG00000159023	ENST00000343067
ENSG00000166947	ENST00000300215
ENSG00000119888	ENST00000263735
ENSG00000152223	ENST00000282041
ENSG00000142627	ENST00000358432
ENSG00000196411	ENST00000358173
ENSG00000112425	ENST00000367519
ENSG00000130427	ENST00000252723
ENSG00000136628	ENST00000366923
ENSG00000177106	ENST00000533256
ENSG00000132591	ENST00000254928
ENSG00000178568	ENST00000342788
ENSG00000012061	ENST00000013807
ENSG00000104884	ENST00000391945
ENSG00000163161	ENST00000285398
ENSG00000175595	ENST00000311895
ENSG00000134899	ENST00000355739
ENSG00000225830	ENST00000355832
ENSG00000182150	ENST00000288985
ENSG00000049167	ENST00000265038
ENSG00000105722	ENST00000222329
ENSG00000107566	ENST00000421367
ENSG00000147475	ENST00000276461
ENSG00000171320	ENST00000305188
ENSG00000187017	ENST00000377828
ENSG00000091831	ENST00000440973
ENSG00000119715	ENST00000380887
ENSG00000140374	ENST00000557943
ENSG00000105379	ENST00000354232
ENSG00000171503	ENST00000511912
ENSG00000105755	ENST00000292147
ENSG00000139083	ENST00000396373
ENSG00000072840	ENST00000382674
ENSG00000173040	ENST00000344408
ENSG00000182944	ENST00000414183
ENSG00000144036	ENST00000272427
ENSG00000182473	ENST00000335146
ENSG00000130713	ENST00000372358
ENSG00000107371	ENST00000327304
ENSG00000120699	ENST00000389704
ENSG00000123737	ENST00000379663
ENSG00000110723	ENST00000265843
ENSG00000182197	ENST00000378204
ENSG00000151348	ENST00000395673
ENSG00000012232	ENST00000220562
ENSG00000104313	ENST00000340726
ENSG00000112319	ENST00000367895
ENSG00000188107	ENST00000503581
ENSG00000106462	ENST00000320356
ENSG00000126218	ENST00000375559
ENSG00000088926	ENST00000403665
ENSG00000131187	ENST00000253496
ENSG00000124491	ENST00000264870
ENSG00000143278	ENST00000367412
ENSG00000180210	ENST00000311907
ENSG00000198734	ENST00000367797
ENSG00000057593	ENST00000375581
ENSG00000185010	ENST00000360256
ENSG00000101981	ENST00000218099
ENSG00000103089	ENST00000219368
ENSG00000168040	ENST00000301838
ENSG00000103876	ENST00000407106
ENSG00000166801	ENST00000528737
ENSG00000189057	ENST00000343597
ENSG00000122591	ENST00000432176
ENSG00000138286	ENST00000242505
ENSG00000170264	ENST00000404929
ENSG00000108950	ENST00000592554
ENSG00000177706	ENST00000313766
ENSG00000071859	ENST00000393600
ENSG00000180921	ENST00000388913
ENSG00000198690	ENST00000362065
ENSG00000187741	ENST00000389301
ENSG00000181544	ENST00000398334
ENSG00000158169	ENST00000289081
ENSG00000144554	ENST00000287647
ENSG00000112039	ENST00000229769
ENSG00000183161	ENST00000327470
ENSG00000221829	ENST00000378643
ENSG00000140525	ENST00000310775
ENSG00000115392	ENST00000402135
ENSG00000187790	ENST00000267430
ENSG00000197601	ENST00000354817
ENSG00000145982	ENST00000324331
ENSG00000116120	ENST00000281828
ENSG00000026103	ENST00000355740
ENSG00000117560	ENST00000367721
ENSG00000118246	ENST00000236980
ENSG00000086570	ENST00000261800
ENSG00000196159	ENST00000394329
ENSG00000077942	ENST00000327858
ENSG00000140092	ENST00000342058
ENSG00000166147	ENST00000316623
ENSG00000138829	ENST00000508053
ENSG00000165140	ENST00000415431
ENSG00000005812	ENST00000355619
ENSG00000112234	ENST00000369244
ENSG00000138081	ENST00000403359
ENSG00000145868	ENST00000394370
ENSG00000100225	ENST00000266087
ENSG00000072803	ENST00000265094
ENSG00000203747	ENST00000367969
ENSG00000142748	ENST00000270879
ENSG00000157353	ENST00000288078
ENSG00000079459	ENST00000220584
ENSG00000160752	ENST00000356657
ENSG00000267673	ENST00000393708
ENSG00000161513	ENST00000442102
ENSG00000066926	ENST00000382873
ENSG00000101311	ENST00000217289
ENSG00000149781	ENST00000279227
ENSG00000128610	ENST00000442488
ENSG00000171560	ENST00000302053
ENSG00000171564	ENST00000302068
ENSG00000102302	ENST00000375135
ENSG00000139132	ENST00000427716
ENSG00000070193	ENST00000264664
ENSG00000114279	ENST00000454309
ENSG00000102466	ENST00000376131
ENSG00000196468	ENST00000439435
ENSG00000158815	ENST00000359441
ENSG00000118972	ENST00000237837
ENSG00000186895	ENST00000334134
ENSG00000138675	ENST00000312465
ENSG00000107831	ENST00000320185
ENSG00000102678	ENST00000382353
ENSG00000077782	ENST00000425967
ENSG00000066468	ENST00000457416
ENSG00000068078	ENST00000340107
ENSG00000171557	ENST00000336098
ENSG00000091483	ENST00000366560
ENSG00000022267	ENST00000394155
ENSG00000172500	ENST00000338369
ENSG00000112367	ENST00000230124
ENSG00000183733	ENST00000332372
ENSG00000197296	ENST00000396825
ENSG00000141756	ENST00000321562
ENSG00000106080	ENST00000222803
ENSG00000181027	ENST00000318584
ENSG00000106692	ENST00000223528
ENSG00000160688	ENST00000292180
ENSG00000154803	ENST00000285071
ENSG00000143631	ENST00000368799
ENSG00000143520	ENST00000388718
ENSG00000151702	ENST00000527786
ENSG00000196924	ENST00000369850
ENSG00000136068	ENST00000490882
ENSG00000128591	ENST00000325888
ENSG00000125848	ENST00000378053
ENSG00000037280	ENST00000261937
ENSG00000162769	ENST00000366971
ENSG00000119686	ENST00000238667
ENSG00000155816	ENST00000319653
ENSG00000007933	ENST00000367755
ENSG00000102081	ENST00000370475
ENSG00000115414	ENST00000354785
ENSG00000110195	ENST00000393679
ENSG00000054598	ENST00000380874
ENSG00000176692	ENST00000320354
ENSG00000178919	ENST00000375123
ENSG00000186790	ENST00000335071
ENSG00000103241	ENST00000262426
ENSG00000176165	ENST00000382535
ENSG00000168269	ENST00000306268
ENSG00000129654	ENST00000322957
ENSG00000183770	ENST00000330315
ENSG00000109101	ENST00000226247
ENSG00000114861	ENST00000491238
ENSG00000128573	ENST00000408937
ENSG00000049768	ENST00000376207
ENSG00000110074	ENST00000263578
ENSG00000138759	ENST00000264895
ENSG00000164946	ENST00000422223
ENSG00000150893	ENST00000280481
ENSG00000165694	ENST00000298542
ENSG00000169933	ENST00000380682
ENSG00000260230	ENST00000561981
ENSG00000186765	ENST00000334850
ENSG00000131808	ENST00000417547
ENSG00000170820	ENST00000406846
ENSG00000188738	ENST00000343098
ENSG00000160282	ENST00000291670
ENSG00000087086	ENST00000331825
ENSG00000140718	ENST00000471389
ENSG00000068438	ENST00000348411
ENSG00000179163	ENST00000374479
ENSG00000089280	ENST00000254108
ENSG00000033170	ENST00000360689
ENSG00000165060	ENST00000377270
ENSG00000137731	ENST00000292079
ENSG00000082074	ENST00000540520
ENSG00000163820	ENST00000296137
ENSG00000180340	ENST00000315323
ENSG00000174804	ENST00000531380
ENSG00000164930	ENST00000358755
ENSG00000131482	ENST00000253801
ENSG00000141349	ENST00000269097
ENSG00000160211	ENST00000393562
ENSG00000171298	ENST00000302262
ENSG00000136928	ENST00000259455
ENSG00000022355	ENST00000428797
ENSG00000151834	ENST00000510861
ENSG00000186297	ENST00000335625
ENSG00000163288	ENST00000295454
ENSG00000145864	ENST00000274547
ENSG00000166206	ENST00000311550
ENSG00000113327	ENST00000414552
ENSG00000128683	ENST00000358196
ENSG00000054983	ENST00000261304
ENSG00000117308	ENST00000374497
ENSG00000108479	ENST00000588479
ENSG00000143891	ENST00000272252
ENSG00000141012	ENST00000268695
ENSG00000143641	ENST00000366672
ENSG00000115339	ENST00000392701
ENSG00000213930	ENST00000378842
ENSG00000130005	ENST00000447102
ENSG00000261609	ENST00000568107
ENSG00000089597	ENST00000346178
ENSG00000106105	ENST00000389266
ENSG00000141013	ENST00000268699
ENSG00000102145	ENST00000376670
ENSG00000179348	ENST00000341105
ENSG00000107485	ENST00000379328
ENSG00000136574	ENST00000335135
ENSG00000130700	ENST00000252997
ENSG00000141448	ENST00000269216
ENSG00000143614	ENST00000368655
ENSG00000257218	ENST00000551765
ENSG00000171766	ENST00000396659
ENSG00000177628	ENST00000327247
ENSG00000070610	ENST00000378103
ENSG00000114480	ENST00000429644
ENSG00000105607	ENST00000222214
ENSG00000131979	ENST00000491895
ENSG00000106633	ENST00000345378
ENSG00000001084	ENST00000229416
ENSG00000124827	ENST00000379491
ENSG00000111846	ENST00000379597
ENSG00000104381	ENST00000220822
ENSG00000196505	ENST00000369443
ENSG00000130283	ENST00000247005
ENSG00000184344	ENST00000329913
ENSG00000125965	ENST00000374372
ENSG00000156466	ENST00000287020
ENSG00000203879	ENST00000447750
ENSG00000168621	ENST00000427982
ENSG00000179409	ENST00000319004
ENSG00000131095	ENST00000586793
ENSG00000127554	ENST00000248114
ENSG00000162676	ENST00000370332
ENSG00000165702	ENST00000339463
ENSG00000168827	ENST00000486715
ENSG00000164347	ENST00000296805
ENSG00000198380	ENST00000357308
ENSG00000115486	ENST00000233838
ENSG00000259384	ENST00000323322
ENSG00000112964	ENST00000230882
ENSG00000106128	ENST00000326139
ENSG00000121853	ENST00000241256
ENSG00000101003	ENST00000262460
ENSG00000123159	ENST00000393033
ENSG00000179855	ENST00000322315
ENSG00000152661	ENST00000282561
ENSG00000121743	ENST00000241125
ENSG00000121634	ENST00000240986
ENSG00000169562	ENST00000374022
ENSG00000165474	ENST00000382844
ENSG00000188910	ENST00000373366
ENSG00000189433	ENST00000339480
ENSG00000121742	ENST00000356192
ENSG00000198835	ENST00000366714
ENSG00000198814	ENST00000378943
ENSG00000102393	ENST00000218516
ENSG00000170266	ENST00000307363
ENSG00000178445	ENST00000321612
ENSG00000186417	ENST00000335449
ENSG00000119392	ENST00000309971
ENSG00000111087	ENST00000228682
ENSG00000074047	ENST00000452319
ENSG00000106571	ENST00000395925
ENSG00000126603	ENST00000262366
ENSG00000107249	ENST00000381971
ENSG00000174842	ENST00000370360
ENSG00000145888	ENST00000455880
ENSG00000109738	ENST00000264428
ENSG00000182512	ENST00000331334
ENSG00000115419	ENST00000320717
ENSG00000148672	ENST00000277865
ENSG00000135821	ENST00000311223
ENSG00000168237	ENST00000436784
ENSG00000196743	ENST00000357164
ENSG00000112312	ENST00000230056
ENSG00000144591	ENST00000358215
ENSG00000173540	ENST00000308375
ENSG00000088256	ENST00000078429
ENSG00000114353	ENST00000313601
ENSG00000065135	ENST00000369851
ENSG00000141404	ENST00000334049
ENSG00000087258	ENST00000262494
ENSG00000087460	ENST00000371100
ENSG00000114349	ENST00000232461
ENSG00000134183	ENST00000351050
ENSG00000078369	ENST00000378609
ENSG00000111664	ENST00000229264
ENSG00000114450	ENST00000232564
ENSG00000069966	ENST00000261837
ENSG00000159921	ENST00000396594
ENSG00000124713	ENST00000372808
ENSG00000116906	ENST00000366647
ENSG00000111670	ENST00000299314
ENSG00000090581	ENST00000204679
ENSG00000109163	ENST00000226413
ENSG00000135677	ENST00000258145
ENSG00000120370	ENST00000367763
ENSG00000108433	ENST00000225567
ENSG00000120053	ENST00000370508
ENSG00000125166	ENST00000245206
ENSG00000185245	ENST00000329125
ENSG00000203618	ENST00000366425
ENSG00000088053	ENST00000310373
ENSG00000169704	ENST00000307395
ENSG00000197858	ENST00000355091
ENSG00000147257	ENST00000394299
ENSG00000076716	ENST00000370828
ENSG00000183098	ENST00000377047
ENSG00000167588	ENST00000301149
ENSG00000152642	ENST00000282541
ENSG00000171723	ENST00000478722
ENSG00000105220	ENST00000415930
ENSG00000136235	ENST00000381990
ENSG00000165370	ENST00000298110
ENSG00000101850	ENST00000467482
ENSG00000119714	ENST00000531499
ENSG00000121957	ENST00000406462
ENSG00000166123	ENST00000340124
ENSG00000167468	ENST00000354171
ENSG00000154016	ENST00000284154
ENSG00000141449	ENST00000580732
ENSG00000180875	ENST00000318160
ENSG00000083307	ENST00000251808
ENSG00000158055	ENST00000350501
ENSG00000137106	ENST00000318158
ENSG00000120251	ENST00000296526
ENSG00000125675	ENST00000264357
ENSG00000152578	ENST00000282499
ENSG00000152208	ENST00000282020
ENSG00000164418	ENST00000421544
ENSG00000176884	ENST00000371553
ENSG00000183454	ENST00000396573
ENSG00000273079	ENST00000609686
ENSG00000105464	ENST00000263269
ENSG00000155974	ENST00000398016
ENSG00000185974	ENST00000335678
ENSG00000152822	ENST00000361719
ENSG00000113262	ENST00000231188
ENSG00000196277	ENST00000357716
ENSG00000030582	ENST00000053867
ENSG00000215203	ENST00000399770
ENSG00000133937	ENST00000238558
ENSG00000105928	ENST00000342947
ENSG00000148180	ENST00000373818
ENSG00000104687	ENST00000221130
ENSG00000100983	ENST00000216951
ENSG00000180613	ENST00000326902
ENSG00000197265	ENST00000355904
ENSG00000272047	ENST00000607778
ENSG00000172432	ENST00000307126
ENSG00000130299	ENST00000358792
ENSG00000048545	ENST00000394237
ENSG00000112599	ENST00000230361
ENSG00000164116	ENST00000296518
ENSG00000070019	ENST00000261170
ENSG00000132518	ENST00000254854
ENSG00000169919	ENST00000304895
ENSG00000163754	ENST00000345003
ENSG00000104812	ENST00000323798
ENSG00000111713	ENST00000261195
ENSG00000125812	ENST00000338121
ENSG00000168298	ENST00000304218
ENSG00000049239	ENST00000377403
ENSG00000162882	ENST00000294973
ENSG00000085382	ENST00000262903
ENSG00000138796	ENST00000603302
ENSG00000084754	ENST00000380649
ENSG00000138029	ENST00000317799
ENSG00000105697	ENST00000598398
ENSG00000170445	ENST00000504156
ENSG00000112855	ENST00000230771
ENSG00000135077	ENST00000307851
ENSG00000143575	ENST00000328703
ENSG00000206172	ENST00000320868
ENSG00000188536	ENST00000251595
ENSG00000244734	ENST00000335295
ENSG00000223609	ENST00000380299
ENSG00000213934	ENST00000330597
ENSG00000196565	ENST00000380259
ENSG00000004961	ENST00000321143
ENSG00000172534	ENST00000310441
ENSG00000164588	ENST00000303230
ENSG00000138622	ENST00000261917
ENSG00000147099	ENST00000373573
ENSG00000138411	ENST00000260983
ENSG00000119969	ENST00000348459
ENSG00000165478	ENST00000298251
ENSG00000103657	ENST00000443617
ENSG00000128731	ENST00000261609
ENSG00000179111	ENST00000541682
ENSG00000163666	ENST00000295934
ENSG00000213614	ENST00000268097
ENSG00000049860	ENST00000261416
ENSG00000010704	ENST00000357618
ENSG00000162669	ENST00000370425
ENSG00000113924	ENST00000283871
ENSG00000019991	ENST00000222390
ENSG00000165102	ENST00000379644
ENSG00000054392	ENST00000545154
ENSG00000198130	ENST00000359678
ENSG00000149196	ENST00000278483
ENSG00000169567	ENST00000304043
ENSG00000010818	ENST00000367603
ENSG00000168509	ENST00000336751
ENSG00000156515	ENST00000404387
ENSG00000159267	ENST00000399120
ENSG00000256269	ENST00000278715
ENSG00000149948	ENST00000403681
ENSG00000117305	ENST00000374490
ENSG00000134240	ENST00000369406
ENSG00000100292	ENST00000216117
ENSG00000215612	ENST00000400677
ENSG00000135100	ENST00000257555
ENSG00000101076	ENST00000316099
ENSG00000150540	ENST00000280097
ENSG00000135486	ENST00000340913
ENSG00000152795	ENST00000295470
ENSG00000126945	ENST00000316594
ENSG00000165119	ENST00000376263
ENSG00000153187	ENST00000283179
ENSG00000241935	ENST00000370646
ENSG00000105991	ENST00000343060
ENSG00000005073	ENST00000006015
ENSG00000106031	ENST00000222753
ENSG00000105996	ENST00000222718
ENSG00000120094	ENST00000239174
ENSG00000123364	ENST00000243056
ENSG00000128710	ENST00000249501
ENSG00000128714	ENST00000392539
ENSG00000121905	ENST00000373467
ENSG00000158104	ENST00000289004
ENSG00000186603	ENST00000334815
ENSG00000164120	ENST00000296522
ENSG00000165704	ENST00000298556
ENSG00000107521	ENST00000325103
ENSG00000163755	ENST00000296051
ENSG00000100099	ENST00000398145
ENSG00000110756	ENST00000349215
ENSG00000166189	ENST00000299238
ENSG00000172987	ENST00000370552
ENSG00000168453	ENST00000381418
ENSG00000174775	ENST00000451590
ENSG00000113905	ENST00000232003
ENSG00000117594	ENST00000367028
ENSG00000176387	ENST00000326152
ENSG00000072506	ENST00000168216
ENSG00000130948	ENST00000375263
ENSG00000133835	ENST00000504811
ENSG00000203859	ENST00000543831
ENSG00000099377	ENST00000297679
ENSG00000102878	ENST00000264009
ENSG00000113013	ENST00000297185
ENSG00000106211	ENST00000248553
ENSG00000152137	ENST00000281938
ENSG00000144381	ENST00000388968
ENSG00000142798	ENST00000374695
ENSG00000178394	ENST00000323865
ENSG00000166033	ENST00000368984
ENSG00000115317	ENST00000258080
ENSG00000197386	ENST00000355072
ENSG00000086758	ENST00000342160
ENSG00000157423	ENST00000393567
ENSG00000198331	ENST00000425380
ENSG00000196305	ENST00000375643
ENSG00000181873	ENST00000366711
ENSG00000163600	ENST00000316386
ENSG00000182054	ENST00000330062
ENSG00000166411	ENST00000299518
ENSG00000101365	ENST00000380843
ENSG00000010404	ENST00000340855
ENSG00000127415	ENST00000247933
ENSG00000134049	ENST00000256433
ENSG00000115267	ENST00000263642
ENSG00000206013	ENST00000382614
ENSG00000027697	ENST00000367739
ENSG00000159128	ENST00000290219
ENSG00000163913	ENST00000296266
ENSG00000187535	ENST00000426508
ENSG00000138002	ENST00000260570
ENSG00000119650	ENST00000238628
ENSG00000101052	ENST00000373030
ENSG00000068885	ENST00000326448
ENSG00000122970	ENST00000242591
ENSG00000089289	ENST00000342206
ENSG00000017427	ENST00000307046
ENSG00000140443	ENST00000268035
ENSG00000167244	ENST00000434045
ENSG00000099769	ENST00000415638
ENSG00000163453	ENST00000295666
ENSG00000132740	ENST00000255078
ENSG00000128322	ENST00000330377
ENSG00000147255	ENST00000370903
ENSG00000163501	ENST00000295731
ENSG00000104365	ENST00000520810
ENSG00000185811	ENST00000439701
ENSG00000095574	ENST00000368886
ENSG00000110324	ENST00000227752
ENSG00000243646	ENST00000290200
ENSG00000137070	ENST00000555003
ENSG00000113302	ENST00000231228
ENSG00000096996	ENST00000600835
ENSG00000177663	ENST00000319363
ENSG00000163702	ENST00000295981
ENSG00000144730	ENST00000296318
ENSG00000169306	ENST00000378993
ENSG00000136689	ENST00000259206
ENSG00000103522	ENST00000337929
ENSG00000134460	ENST00000379959
ENSG00000100385	ENST00000216223
ENSG00000147168	ENST00000374202
ENSG00000136695	ENST00000393200
ENSG00000160712	ENST00000368485
ENSG00000134352	ENST00000381298
ENSG00000168685	ENST00000303115
ENSG00000145103	ENST00000344209
ENSG00000133731	ENST00000449740
ENSG00000106348	ENST00000338791
ENSG00000112706	ENST00000369950
ENSG00000081148	ENST00000193391
ENSG00000203485	ENST00000392634
ENSG00000148384	ENST00000371712
ENSG00000132376	ENST00000421807
ENSG00000165458	ENST00000298229
ENSG00000254647	ENST00000397262
ENSG00000248099	ENST00000379695
ENSG00000171105	ENST00000302850
ENSG00000164880	ENST00000404767
ENSG00000119509	ENST00000262457
ENSG00000173226	ENST00000310864
ENSG00000106012	ENST00000402050
ENSG00000144711	ENST00000273221
ENSG00000124313	ENST00000396435
ENSG00000198001	ENST00000448290
ENSG00000136381	ENST00000258886
ENSG00000125347	ENST00000245414
ENSG00000119669	ENST00000238647
ENSG00000117595	ENST00000367021
ENSG00000140968	ENST00000268638
ENSG00000133124	ENST00000372129
ENSG00000176842	ENST00000394636
ENSG00000135070	ENST00000375991
ENSG00000165898	ENST00000556816
ENSG00000136003	ENST00000311893
ENSG00000187608	ENST00000379389
ENSG00000078747	ENST00000262650
ENSG00000005961	ENST00000262407
ENSG00000005884	ENST00000007722
ENSG00000091409	ENST00000409080
ENSG00000135424	ENST00000553804
ENSG00000077943	ENST00000378076
ENSG00000160255	ENST00000397850
ENSG00000259207	ENST00000559488
ENSG00000132470	ENST00000200181
ENSG00000115221	ENST00000283249
ENSG00000113263	ENST00000422843
ENSG00000136156	ENST00000378565
ENSG00000125877	ENST00000380113
ENSG00000150995	ENST00000302640
ENSG00000128928	ENST00000487418
ENSG00000116679	ENST00000367498
ENSG00000009765	ENST00000229447
ENSG00000101384	ENST00000254958
ENSG00000171135	ENST00000307768
ENSG00000162434	ENST00000342505
ENSG00000105639	ENST00000458235
ENSG00000154721	ENST00000400532
ENSG00000166086	ENST00000299106
ENSG00000149596	ENST00000372980
ENSG00000154118	ENST00000284262
ENSG00000173801	ENST00000393931
ENSG00000107104	ENST00000382303
ENSG00000197256	ENST00000432929
ENSG00000120071	ENST00000262419
ENSG00000065427	ENST00000319410
ENSG00000172977	ENST00000341318
ENSG00000083168	ENST00000396930
ENSG00000156650	ENST00000287239
ENSG00000103510	ENST00000448516
ENSG00000140854	ENST00000379661
ENSG00000047578	ENST00000261588
ENSG00000234438	ENST00000432196
ENSG00000111262	ENST00000382545
ENSG00000177301	ENST00000485317
ENSG00000182255	ENST00000328224
ENSG00000130037	ENST00000252321
ENSG00000158445	ENST00000371741
ENSG00000129159	ENST00000265969
ENSG00000131398	ENST00000477616
ENSG00000171385	ENST00000315987
ENSG00000180509	ENST00000337385
ENSG00000159197	ENST00000290310
ENSG00000143473	ENST00000271751
ENSG00000055118	ENST00000262186
ENSG00000151704	ENST00000392664
ENSG00000177807	ENST00000368089
ENSG00000187486	ENST00000339994
ENSG00000115474	ENST00000233826
ENSG00000123700	ENST00000243457
ENSG00000120457	ENST00000529694
ENSG00000157542	ENST00000609713
ENSG00000171303	ENST00000302909
